codigo_localidad,item_codigo,enunciado,factor_asignado,pct_acuerdo,ic_inf,ic_sup,n_muestral
18,P10.8,En desacuerdo,F2,0.522520461305777,0.44819264232184775,0.5968482802897063,287
18,P10.9,De acuerdo,F3,0.40404490863578635,0.33102455325195645,0.47706526401961624,287
18,P12.1,En desacuerdo,F3,0.3050206414700831,0.23650765105381988,0.37353363188634636,287
18,P12.2,En desacuerdo,F3,0.45502184274394114,0.3809201675083434,0.5291235179795388,287
18,P12.3,En desacuerdo,F3,0.28935346161006875,0.22187525690887305,0.35683166631126445,287
18,P12.4,En desacuerdo,F3,0.5020442979875751,0.4276415921302289,0.5764470038449213,287
18,P12.5,En desacuerdo,F3,0.48187293369629064,0.40751851848606685,0.5562273489065144,287
18,P12.6,En desacuerdo,F1,0.451613713011056,0.37755959578945286,0.5256678302326592,287
19,P10.1,En desacuerdo,F1,0.3728489901334065,0.31803649132368844,0.42766148894312456,545
19,P10.10,De acuerdo,F2,0.24621639622659333,0.19738390494495212,0.29504888750823455,545
19,P10.11,En desacuerdo,F3,0.38547152271561136,0.3303026374295441,0.44064040800167864,545
19,P10.2,De acuerdo,F1,0.3795626413389308,0.32455566753627163,0.43456961514159,545
19,P10.3,En desacuerdo,F1,0.36146906131800505,0.3070120765906196,0.4159260460453905,545
19,P10.4,De acuerdo,F1,0.3874268003844374,0.33220623119574066,0.4426473695731341,545
19,P10.5,En desacuerdo,F2,0.31340825669502875,0.2608269278073799,0.3659895855826776,545
19,P10.6,De acuerdo,F1,0.2597046811279676,0.21000318716777444,0.3094061750881607,545
19,P10.7,En desacuerdo,F3,0.2812966765649121,0.23033025057076686,0.33226310255905733,545
19,P10.8,De acuerdo,F2,0.3721855250536619,0.317392856235876,0.42697819387144786,545
19,P10.9,En desacuerdo,F3,0.3647483794905127,0.31018558198189244,0.41931117699913295,545
19,P12.1,De acuerdo,F3,0.39056985576929737,0.3352681688273018,0.4458715427112929,545
19,P12.2,En desacuerdo,F3,0.33756566493150025,0.28396408347496416,0.39116724638803635,545
19,P12.3,De acuerdo,F3,0.29948655019535353,0.24756783299940627,0.3514052673913008,545
19,P12.4,En desacuerdo,F3,0.42855280181972744,0.3724586899871528,0.48464691365230206,545
19,P12.5,De acuerdo,F3,0.2925603258609743,0.24099242250433847,0.3441282292176101,545
19,P12.6,En desacuerdo,F1,0.37161005274932535,0.3168346733835696,0.4263854321150811,545
20,P10.1,En desacuerdo,F1,0.6676165156280919,0.5634838230536118,0.771749208202572,104
20,P10.10,En desacuerdo,F2,0.2762661915921577,0.1774206364390838,0.3751117467452316,104
20,P10.11,En desacuerdo,F3,0.2597295365210588,0.1627991989590699,0.35665987408304767,104
20,P10.2,En desacuerdo,F1,0.6488213357552249,0.543302384338471,0.7543402871719789,104
20,P10.3,En desacuerdo,F1,0.6309464417627791,0.5242758288823102,0.7376170546432481,104
20,P10.4,En desacuerdo,F1,0.6420402746280239,0.5360656069948154,0.7480149422612324,104
20,P10.5,En desacuerdo,F2,0.39113990808727106,0.28326295706548266,0.49901685910905946,104
20,P10.6,En desacuerdo,F1,0.3659442177044782,0.2594625063310613,0.4724259290778951,104
20,P10.7,En desacuerdo,F3,0.2704619587365392,0.1722688725490656,0.36865504492401285,104
20,P10.8,En desacuerdo,F2,0.36035165838036887,0.2542217606317799,0.4664815561289578,104
20,P10.9,En desacuerdo,F3,0.3612533743745004,0.2550656999034485,0.46744104884555226,104
20,P12.1,En desacuerdo,F3,0.2903610932617527,0.19001701114112618,0.3907051753823792,104
20,P12.2,En desacuerdo,F3,0.4013403005204374,0.29298497989070815,0.5096956211501666,104
20,P12.3,En desacuerdo,F3,0.28379137865501447,0.1841308434072245,0.3834519139028044,104
20,P12.4,En desacuerdo,F3,0.27645726273900195,0.1775905850828005,0.3753239403952034,104
20,P12.5,En desacuerdo,F3,0.3782727983897079,0.2710699475368093,0.4854756492426065,104
20,P12.6,En desacuerdo,F1,0.33389693065192566,0.22964579971586366,0.4381480615879877,104
