codigo_localidad,anio,mes,hora,dia_semana,genero,grupo_incidente,prioridad,n_incidentes,tiempo_respuesta_mediana,pct_recepcion_nula
8.0,2025,2,16,miércoles,SIN_DATO,CLINICO,ALTA,1,,1.0
8.0,2025,2,16,jueves,FEMENINO,OTROS,CRITICA,1,,1.0
8.0,2025,2,16,jueves,MASCULINO,OTROS,ALTA,1,,0.0
8.0,2025,2,16,lunes,FEMENINO,OTROS,CRITICA,1,,1.0
8.0,2025,2,16,lunes,MASCULINO,OTROS,MEDIA,1,,1.0
8.0,2025,2,16,miércoles,SIN_DATO,OTROS,BAJA,1,,1.0
9.0,2025,2,16,domingo,MASCULINO,CLINICO,ALTA,1,,0.0
9.0,2025,2,16,jueves,SIN_DATO,CLINICO,BAJA,1,,1.0
9.0,2025,2,16,miércoles,FEMENINO,CLINICO,ALTA,1,,0.0
9.0,2025,2,16,domingo,FEMENINO,OTROS,ALTA,1,,1.0
9.0,2025,2,16,jueves,SIN_DATO,OTROS,ALTA,1,,1.0
10.0,2025,2,16,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
10.0,2025,2,16,domingo,SIN_DATO,CLINICO,CRITICA,1,,1.0
10.0,2025,2,16,jueves,SIN_DATO,CLINICO,BAJA,1,,1.0
10.0,2025,2,16,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
10.0,2025,2,16,miércoles,SIN_DATO,CLINICO,MEDIA,1,,1.0
10.0,2025,2,16,jueves,MASCULINO,OTROS,ALTA,2,,0.0
10.0,2025,2,16,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
10.0,2025,2,16,miércoles,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
11.0,2025,2,16,miércoles,MASCULINO,CLINICO,ALTA,1,,0.0
11.0,2025,2,16,jueves,FEMENINO,OTROS,ALTA,1,,0.0
11.0,2025,2,16,miércoles,MASCULINO,OTROS,ALTA,1,,1.0
11.0,2025,2,16,miércoles,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
12.0,2025,2,16,jueves,FEMENINO,CLINICO,ALTA,1,,0.0
12.0,2025,2,16,miércoles,FEMENINO,CLINICO,ALTA,1,,0.0
12.0,2025,2,16,domingo,MASCULINO,SALUD_MENTAL,CRITICA,1,,0.0
13.0,2025,2,16,lunes,FEMENINO,OTROS,ALTA,1,,0.0
14.0,2025,2,16,domingo,FEMENINO,OTROS,BAJA,1,,0.0
15.0,2025,2,16,lunes,FEMENINO,CLINICO,MEDIA,1,,0.0
15.0,2025,2,16,lunes,MASCULINO,CLINICO,ALTA,1,,0.0
15.0,2025,2,16,miércoles,FEMENINO,OTROS,ALTA,1,,1.0
16.0,2025,2,16,domingo,SIN_DATO,CLINICO,MEDIA,1,,1.0
16.0,2025,2,16,lunes,MASCULINO,MALTRATO,ALTA,1,,0.0
16.0,2025,2,16,domingo,MASCULINO,OTROS,MEDIA,1,,1.0
16.0,2025,2,16,jueves,FEMENINO,OTROS,ALTA,2,,1.0
16.0,2025,2,16,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
18.0,2025,2,16,domingo,MASCULINO,CLINICO,ALTA,1,,0.0
18.0,2025,2,16,domingo,FEMENINO,SUICIDIO,CRITICA,1,,0.0
19.0,2025,2,16,jueves,MASCULINO,CLINICO,ALTA,1,,0.0
19.0,2025,2,16,miércoles,MASCULINO,CLINICO,ALTA,1,,1.0
2.0,2025,2,17,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
3.0,2025,2,17,lunes,MASCULINO,CLINICO,ALTA,2,,0.5
3.0,2025,2,17,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
4.0,2025,2,17,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
4.0,2025,2,17,jueves,MASCULINO,SUICIDIO,ALTA,1,,0.0
5.0,2025,2,17,lunes,FEMENINO,OTROS,ALTA,1,,0.0
8.0,2025,2,17,domingo,FEMENINO,CLINICO,CRITICA,1,,0.0
8.0,2025,2,17,lunes,MASCULINO,CLINICO,ALTA,1,,1.0
8.0,2025,2,17,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
8.0,2025,2,17,jueves,FEMENINO,OTROS,ALTA,1,,0.0
8.0,2025,2,17,jueves,SIN_DATO,OTROS,CRITICA,2,,1.0
8.0,2025,2,17,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
8.0,2025,2,17,jueves,SIN_DATO,SUICIDIO,CRITICA,1,,1.0
9.0,2025,2,17,lunes,FEMENINO,CLINICO,CRITICA,1,,0.0
10.0,2025,2,17,jueves,SIN_DATO,OTROS,ALTA,1,,1.0
10.0,2025,2,17,miércoles,FEMENINO,OTROS,ALTA,1,,0.0
10.0,2025,2,17,domingo,FEMENINO,SALUD_MENTAL,MEDIA,1,,0.0
11.0,2025,2,17,jueves,FEMENINO,CLINICO,ALTA,1,,1.0
11.0,2025,2,17,lunes,MASCULINO,CLINICO,ALTA,1,,0.0
12.0,2025,2,17,miércoles,FEMENINO,OTROS,CRITICA,1,,0.0
13.0,2025,2,17,jueves,FEMENINO,OTROS,ALTA,1,,0.0
14.0,2025,2,17,lunes,MASCULINO,CLINICO,ALTA,1,,0.0
14.0,2025,2,17,lunes,SIN_DATO,CLINICO,CRITICA,1,,1.0
15.0,2025,2,17,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
15.0,2025,2,17,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
16.0,2025,2,17,lunes,MASCULINO,CLINICO,MEDIA,1,,1.0
16.0,2025,2,17,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
17.0,2025,2,17,miércoles,SIN_DATO,OTROS,ALTA,1,,1.0
18.0,2025,2,17,lunes,FEMENINO,OTROS,ALTA,1,,1.0
18.0,2025,2,17,miércoles,FEMENINO,OTROS,ALTA,1,,0.0
19.0,2025,2,17,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
19.0,2025,2,17,lunes,FEMENINO,OTROS,CRITICA,1,,0.0
1.0,2025,2,18,domingo,MASCULINO,OTROS,ALTA,1,,0.0
1.0,2025,2,18,jueves,FEMENINO,SALUD_MENTAL,MEDIA,1,,0.0
1.0,2025,2,18,lunes,FEMENINO,SALUD_MENTAL,CRITICA,1,,0.0
3.0,2025,2,18,domingo,SIN_DATO,OTROS,ALTA,1,,1.0
3.0,2025,2,18,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
5.0,2025,2,18,jueves,FEMENINO,OTROS,CRITICA,1,,0.0
6.0,2025,2,18,lunes,MASCULINO,CLINICO,ALTA,1,,1.0
6.0,2025,2,18,miércoles,MASCULINO,CLINICO,ALTA,1,,0.0
7.0,2025,2,18,lunes,MASCULINO,OTROS,CRITICA,1,,1.0
8.0,2025,2,18,domingo,FEMENINO,CLINICO,ALTA,1,,0.0
8.0,2025,2,18,jueves,MASCULINO,OTROS,CRITICA,1,,0.0
8.0,2025,2,18,jueves,FEMENINO,SALUD_MENTAL,ALTA,1,,0.0
8.0,2025,2,18,jueves,FEMENINO,SUICIDIO,ALTA,1,,0.0
9.0,2025,2,18,lunes,FEMENINO,OTROS,ALTA,1,,0.0
10.0,2025,2,18,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
11.0,2025,2,18,domingo,SIN_DATO,SUICIDIO,CRITICA,1,,1.0
15.0,2025,2,18,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
17.0,2025,2,18,miércoles,FEMENINO,CLINICO,ALTA,1,,0.0
18.0,2025,2,18,miércoles,MASCULINO,CLINICO,ALTA,1,,0.0
19.0,2025,2,18,domingo,FEMENINO,CLINICO,ALTA,1,,0.0
19.0,2025,2,18,jueves,SIN_DATO,OTROS,ALTA,1,,1.0
2.0,2025,2,19,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
2.0,2025,2,19,jueves,SIN_DATO,CLINICO,ALTA,1,,1.0
3.0,2025,2,19,miércoles,FEMENINO,CLINICO,ALTA,1,,0.0
3.0,2025,2,19,domingo,FEMENINO,OTROS,ALTA,1,,0.0
3.0,2025,2,19,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
3.0,2025,2,19,miércoles,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
4.0,2025,2,19,jueves,MASCULINO,CLINICO,CRITICA,1,,1.0
4.0,2025,2,19,domingo,MASCULINO,OTROS,ALTA,1,,1.0
4.0,2025,2,19,domingo,MASCULINO,OTROS,MEDIA,1,,0.0
4.0,2025,2,19,miércoles,SIN_DATO,VIOSEXUAL,CRITICA,1,,1.0
5.0,2025,2,19,jueves,FEMENINO,OTROS,ALTA,1,,0.0
7.0,2025,2,19,domingo,MASCULINO,CLINICO,ALTA,1,,0.0
7.0,2025,2,19,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
7.0,2025,2,19,miércoles,SIN_DATO,CLINICO,ALTA,1,,1.0
7.0,2025,2,19,miércoles,SIN_DATO,CLINICO,CRITICA,1,,1.0
7.0,2025,2,19,domingo,FEMENINO,OTROS,ALTA,1,,0.0
7.0,2025,2,19,lunes,FEMENINO,OTROS,CRITICA,1,,0.0
7.0,2025,2,19,miércoles,FEMENINO,OTROS,CRITICA,1,,1.0
7.0,2025,2,19,domingo,MASCULINO,SUICIDIO,ALTA,1,,0.0
8.0,2025,2,19,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
8.0,2025,2,19,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
8.0,2025,2,19,jueves,MASCULINO,OTROS,CRITICA,1,,1.0
8.0,2025,2,19,domingo,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
8.0,2025,2,19,miércoles,FEMENINO,SUICIDIO,MEDIA,1,,0.0
9.0,2025,2,19,miércoles,SIN_DATO,CLINICO,ALTA,1,,1.0
9.0,2025,2,19,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
9.0,2025,2,19,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
9.0,2025,2,19,miércoles,SIN_DATO,SUICIDIO,ALTA,1,,1.0
9.0,2025,2,19,domingo,MASCULINO,VIOSEXUAL,ALTA,1,,0.0
10.0,2025,2,19,domingo,SIN_DATO,CLINICO,CRITICA,1,,1.0
10.0,2025,2,19,domingo,FEMENINO,OTROS,CRITICA,1,,0.0
10.0,2025,2,19,domingo,MASCULINO,OTROS,CRITICA,1,,1.0
10.0,2025,2,19,jueves,SIN_DATO,OTROS,ALTA,1,,1.0
10.0,2025,2,19,jueves,FEMENINO,SALUD_MENTAL,MEDIA,1,,0.0
10.0,2025,2,19,miércoles,SIN_DATO,SALUD_MENTAL,CRITICA,1,,1.0
11.0,2025,2,19,domingo,FEMENINO,OTROS,CRITICA,1,,0.0
11.0,2025,2,19,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
11.0,2025,2,19,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
11.0,2025,2,19,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
11.0,2025,2,19,miércoles,SIN_DATO,SUICIDIO,ALTA,1,,1.0
12.0,2025,2,19,domingo,MASCULINO,OTROS,CRITICA,1,,1.0
12.0,2025,2,19,lunes,FEMENINO,SUICIDIO,ALTA,1,,0.0
13.0,2025,2,19,miércoles,SIN_DATO,CLINICO,CRITICA,1,,1.0
13.0,2025,2,19,jueves,SIN_DATO,OTROS,ALTA,1,,1.0
14.0,2025,2,19,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
15.0,2025,2,19,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
15.0,2025,2,19,lunes,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
16.0,2025,2,19,lunes,FEMENINO,OTROS,CRITICA,1,,1.0
16.0,2025,2,19,lunes,MASCULINO,OTROS,CRITICA,1,,1.0
16.0,2025,2,19,jueves,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
16.0,2025,2,19,miércoles,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
17.0,2025,2,19,jueves,FEMENINO,OTROS,CRITICA,1,,0.0
18.0,2025,2,19,miércoles,SIN_DATO,CLINICO,ALTA,1,,1.0
19.0,2025,2,19,domingo,MASCULINO,OTROS,CRITICA,1,,0.0
19.0,2025,2,19,lunes,FEMENINO,OTROS,CRITICA,1,,0.0
19.0,2025,2,19,miércoles,FEMENINO,OTROS,CRITICA,1,,1.0
1.0,2025,2,20,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
1.0,2025,2,20,lunes,MASCULINO,OTROS,CRITICA,1,,0.0
1.0,2025,2,20,lunes,FEMENINO,SALUD_MENTAL,ALTA,1,,0.0
1.0,2025,2,20,lunes,MASCULINO,SUICIDIO,CRITICA,1,,0.0
2.0,2025,2,20,jueves,SIN_DATO,CLINICO,ALTA,1,,1.0
2.0,2025,2,20,lunes,MASCULINO,CLINICO,MEDIA,1,,1.0
2.0,2025,2,20,miércoles,FEMENINO,OTROS,ALTA,1,,0.0
3.0,2025,2,20,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
4.0,2025,2,20,jueves,MASCULINO,SUICIDIO,MEDIA,1,,0.0
5.0,2025,2,20,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
6.0,2025,2,20,domingo,FEMENINO,CLINICO,ALTA,1,,0.0
6.0,2025,2,20,domingo,SIN_DATO,OTROS,ALTA,1,,1.0
6.0,2025,2,20,miércoles,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
6.0,2025,2,20,lunes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
7.0,2025,2,20,domingo,MASCULINO,OTROS,ALTA,1,,0.0
7.0,2025,2,20,domingo,MASCULINO,OTROS,MEDIA,1,,0.0
7.0,2025,2,20,domingo,SIN_DATO,OTROS,ALTA,1,,1.0
7.0,2025,2,20,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
8.0,2025,2,20,jueves,SIN_DATO,CLINICO,ALTA,1,,1.0
8.0,2025,2,20,lunes,MASCULINO,CLINICO,ALTA,1,,0.0
8.0,2025,2,20,lunes,SIN_DATO,CLINICO,CRITICA,1,,1.0
8.0,2025,2,20,miércoles,FEMENINO,CLINICO,MEDIA,1,,0.0
8.0,2025,2,20,miércoles,SIN_DATO,CLINICO,ALTA,1,,1.0
8.0,2025,2,20,jueves,MASCULINO,OTROS,CRITICA,1,,1.0
8.0,2025,2,20,lunes,FEMENINO,OTROS,CRITICA,1,,1.0
8.0,2025,2,20,lunes,MASCULINO,OTROS,ALTA,1,,1.0
8.0,2025,2,20,lunes,SIN_DATO,OTROS,CRITICA,2,,1.0
8.0,2025,2,20,miércoles,SIN_DATO,OTROS,ALTA,1,,1.0
8.0,2025,2,20,lunes,FEMENINO,SALUD_MENTAL,ALTA,1,,0.0
8.0,2025,2,20,domingo,SIN_DATO,SUICIDIO,ALTA,1,,1.0
9.0,2025,2,20,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
9.0,2025,2,20,miércoles,FEMENINO,CLINICO,MEDIA,1,,1.0
9.0,2025,2,20,miércoles,SIN_DATO,CLINICO,MEDIA,1,,1.0
9.0,2025,2,20,lunes,MASCULINO,OTROS,CRITICA,1,,0.0
10.0,2025,2,20,lunes,MASCULINO,CLINICO,MEDIA,1,,1.0
10.0,2025,2,20,domingo,MASCULINO,OTROS,CRITICA,2,,0.0
10.0,2025,2,20,domingo,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
10.0,2025,2,20,jueves,FEMENINO,SUICIDIO,ALTA,1,,1.0
11.0,2025,2,20,jueves,FEMENINO,CLINICO,ALTA,1,,0.0
11.0,2025,2,20,miércoles,MASCULINO,CLINICO,MEDIA,1,,0.0
11.0,2025,2,20,jueves,FEMENINO,OTROS,CRITICA,1,,0.0
11.0,2025,2,20,lunes,SIN_DATO,OTROS,ALTA,1,,1.0
11.0,2025,2,20,miércoles,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
12.0,2025,2,20,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
12.0,2025,2,20,miércoles,SIN_DATO,CLINICO,BAJA,1,,1.0
12.0,2025,2,20,domingo,FEMENINO,OTROS,ALTA,1,,0.0
12.0,2025,2,20,domingo,MASCULINO,SUICIDIO,MEDIA,1,,0.0
12.0,2025,2,20,jueves,SIN_DATO,SUICIDIO,ALTA,1,,1.0
13.0,2025,2,20,lunes,MASCULINO,OTROS,ALTA,1,,0.0
13.0,2025,2,20,miércoles,FEMENINO,SALUD_MENTAL,ALTA,1,,0.0
14.0,2025,2,20,miércoles,MASCULINO,CLINICO,ALTA,1,,1.0
14.0,2025,2,20,lunes,MASCULINO,OTROS,CRITICA,1,,0.0
16.0,2025,2,20,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
16.0,2025,2,20,miércoles,FEMENINO,CLINICO,ALTA,1,,1.0
16.0,2025,2,20,miércoles,FEMENINO,CLINICO,MEDIA,1,,0.0
16.0,2025,2,20,lunes,MASCULINO,OTROS,ALTA,1,,0.0
16.0,2025,2,20,lunes,SIN_DATO,OTROS,ALTA,2,,1.0
16.0,2025,2,20,miércoles,FEMENINO,OTROS,CRITICA,1,,1.0
16.0,2025,2,20,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
18.0,2025,2,20,lunes,SIN_DATO,CLINICO,CRITICA,1,,1.0
18.0,2025,2,20,domingo,SIN_DATO,OTROS,BAJA,1,,1.0
18.0,2025,2,20,domingo,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
18.0,2025,2,20,miércoles,SIN_DATO,SALUD_MENTAL,MEDIA,1,,1.0
19.0,2025,2,20,domingo,MASCULINO,OTROS,CRITICA,1,,0.0
19.0,2025,2,20,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
19.0,2025,2,20,lunes,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
19.0,2025,2,20,domingo,SIN_DATO,SUICIDIO,ALTA,1,,1.0
4.0,2025,2,21,lunes,MASCULINO,CLINICO,CRITICA,1,,0.0
5.0,2025,2,21,lunes,FEMENINO,CLINICO,MEDIA,1,,1.0
5.0,2025,2,21,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
5.0,2025,2,21,domingo,FEMENINO,OTROS,CRITICA,1,,0.0
5.0,2025,2,21,lunes,SIN_DATO,OTROS,ALTA,1,,1.0
6.0,2025,2,21,lunes,SIN_DATO,OTROS,ALTA,1,,1.0
6.0,2025,2,21,domingo,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
7.0,2025,2,21,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
7.0,2025,2,21,lunes,MASCULINO,OTROS,CRITICA,1,,1.0
7.0,2025,2,21,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
7.0,2025,2,21,lunes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
8.0,2025,2,21,domingo,MASCULINO,CLINICO,ALTA,1,,0.0
8.0,2025,2,21,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
8.0,2025,2,21,jueves,MASCULINO,CLINICO,CRITICA,1,,1.0
8.0,2025,2,21,lunes,SIN_DATO,CLINICO,MEDIA,1,,1.0
8.0,2025,2,21,miércoles,SIN_DATO,MALTRATO,ALTA,1,,1.0
8.0,2025,2,21,miércoles,MASCULINO,OTROS,CRITICA,1,,0.0
8.0,2025,2,21,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
8.0,2025,2,21,domingo,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
9.0,2025,2,21,jueves,SIN_DATO,CLINICO,CRITICA,1,,1.0
9.0,2025,2,21,domingo,SIN_DATO,OTROS,ALTA,1,,1.0
10.0,2025,2,21,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
10.0,2025,2,21,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
10.0,2025,2,21,miércoles,MASCULINO,OTROS,CRITICA,1,,0.0
11.0,2025,2,21,domingo,MASCULINO,OTROS,ALTA,1,,0.0
11.0,2025,2,21,miércoles,MASCULINO,OTROS,CRITICA,1,,0.0
11.0,2025,2,21,domingo,FEMENINO,SUICIDIO,ALTA,1,,0.0
12.0,2025,2,21,jueves,FEMENINO,SUICIDIO,CRITICA,1,,1.0
13.0,2025,2,21,domingo,MASCULINO,CLINICO,ALTA,1,,1.0
13.0,2025,2,21,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
13.0,2025,2,21,miércoles,MASCULINO,CLINICO,ALTA,1,,0.0
16.0,2025,2,21,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
16.0,2025,2,21,miércoles,SIN_DATO,OTROS,MEDIA,1,,1.0
18.0,2025,2,21,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
18.0,2025,2,21,jueves,SIN_DATO,CLINICO,BAJA,1,,1.0
18.0,2025,2,21,jueves,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
19.0,2025,2,21,jueves,MASCULINO,OTROS,CRITICA,1,,0.0
19.0,2025,2,21,miércoles,SIN_DATO,SALUD_MENTAL,BAJA,1,,1.0
4.0,2025,2,22,domingo,FEMENINO,OTROS,CRITICA,1,,1.0
4.0,2025,2,22,lunes,SIN_DATO,OTROS,ALTA,1,,1.0
4.0,2025,2,22,domingo,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
4.0,2025,2,22,miércoles,SIN_DATO,SALUD_MENTAL,BAJA,1,,1.0
4.0,2025,2,22,lunes,SIN_DATO,SUICIDIO,CRITICA,1,,1.0
5.0,2025,2,22,jueves,FEMENINO,CLINICO,ALTA,1,,0.0
5.0,2025,2,22,miércoles,MASCULINO,OTROS,ALTA,1,,0.0
6.0,2025,2,22,lunes,SIN_DATO,OTROS,BAJA,1,,1.0
7.0,2025,2,22,jueves,SIN_DATO,OTROS,ALTA,2,,1.0
7.0,2025,2,22,lunes,SIN_DATO,OTROS,CRITICA,2,,1.0
7.0,2025,2,22,miércoles,MASCULINO,SALUD_MENTAL,MEDIA,1,,0.0
7.0,2025,2,22,lunes,FEMENINO,SUICIDIO,ALTA,1,,0.0
8.0,2025,2,22,domingo,MASCULINO,CLINICO,MEDIA,1,,0.0
8.0,2025,2,22,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
8.0,2025,2,22,jueves,SIN_DATO,CLINICO,ALTA,1,,1.0
8.0,2025,2,22,miércoles,FEMENINO,CLINICO,MEDIA,1,,0.0
8.0,2025,2,22,jueves,MASCULINO,OTROS,CRITICA,1,,1.0
8.0,2025,2,22,lunes,MASCULINO,OTROS,ALTA,1,,0.0
8.0,2025,2,22,miércoles,FEMENINO,OTROS,ALTA,1,,1.0
9.0,2025,2,22,miércoles,MASCULINO,SALUD_MENTAL,ALTA,1,,0.0
10.0,2025,2,22,domingo,FEMENINO,CLINICO,CRITICA,1,,0.0
10.0,2025,2,22,jueves,SIN_DATO,CLINICO,ALTA,1,,1.0
10.0,2025,2,22,domingo,MASCULINO,OTROS,ALTA,1,,1.0
10.0,2025,2,22,domingo,SIN_DATO,OTROS,ALTA,1,,1.0
10.0,2025,2,22,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
10.0,2025,2,22,jueves,FEMENINO,OTROS,MEDIA,1,,0.0
10.0,2025,2,22,lunes,SIN_DATO,OTROS,BAJA,1,,1.0
10.0,2025,2,22,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
10.0,2025,2,22,domingo,FEMENINO,SUICIDIO,ALTA,1,,1.0
11.0,2025,2,22,domingo,SIN_DATO,CLINICO,MEDIA,1,,1.0
11.0,2025,2,22,jueves,SIN_DATO,OTROS,CRITICA,2,,1.0
12.0,2025,2,22,jueves,MASCULINO,SUICIDIO,MEDIA,1,,0.0
13.0,2025,2,22,jueves,SIN_DATO,CLINICO,ALTA,1,,1.0
13.0,2025,2,22,miércoles,SIN_DATO,CLINICO,ALTA,1,,1.0
13.0,2025,2,22,miércoles,SIN_DATO,OTROS,ALTA,1,,1.0
16.0,2025,2,22,lunes,FEMENINO,CLINICO,MEDIA,1,,1.0
16.0,2025,2,22,miércoles,SIN_DATO,CLINICO,ALTA,1,,1.0
16.0,2025,2,22,jueves,SIN_DATO,OTROS,CRITICA,1,,1.0
18.0,2025,2,22,miércoles,SIN_DATO,OTROS,BAJA,1,,1.0
18.0,2025,2,22,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
18.0,2025,2,22,miércoles,SIN_DATO,OTROS,MEDIA,1,,1.0
19.0,2025,2,22,jueves,FEMENINO,CLINICO,CRITICA,1,,1.0
19.0,2025,2,22,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
19.0,2025,2,22,jueves,SIN_DATO,OTROS,ALTA,1,,1.0
19.0,2025,2,22,miércoles,SIN_DATO,OTROS,BAJA,1,,1.0
19.0,2025,2,22,domingo,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
19.0,2025,2,22,jueves,FEMENINO,SALUD_MENTAL,ALTA,1,,0.0
19.0,2025,2,22,miércoles,MASCULINO,SUICIDIO,ALTA,1,,0.0
1.0,2025,2,23,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
1.0,2025,2,23,lunes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
4.0,2025,2,23,domingo,SIN_DATO,CLINICO,MEDIA,1,,1.0
4.0,2025,2,23,miércoles,MASCULINO,SUICIDIO,ALTA,1,,0.0
5.0,2025,2,23,domingo,MASCULINO,CLINICO,ALTA,1,,1.0
5.0,2025,2,23,domingo,MASCULINO,OTROS,ALTA,1,,0.0
7.0,2025,2,23,domingo,MASCULINO,CLINICO,MEDIA,1,,0.0
7.0,2025,2,23,lunes,SIN_DATO,CLINICO,BAJA,1,,1.0
7.0,2025,2,23,lunes,FEMENINO,OTROS,ALTA,1,,0.0
7.0,2025,2,23,lunes,MASCULINO,OTROS,CRITICA,1,,1.0
7.0,2025,2,23,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
7.0,2025,2,23,miércoles,MASCULINO,OTROS,CRITICA,1,,0.0
8.0,2025,2,23,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
8.0,2025,2,23,miércoles,FEMENINO,CLINICO,ALTA,1,,0.0
8.0,2025,2,23,miércoles,MASCULINO,CLINICO,ALTA,1,,0.0
8.0,2025,2,23,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
8.0,2025,2,23,jueves,SIN_DATO,OTROS,ALTA,1,,1.0
8.0,2025,2,23,miércoles,FEMENINO,OTROS,ALTA,1,,0.0
8.0,2025,2,23,domingo,FEMENINO,SALUD_MENTAL,ALTA,1,,0.0
9.0,2025,2,23,domingo,MASCULINO,OTROS,ALTA,1,,0.0
9.0,2025,2,23,jueves,MASCULINO,OTROS,CRITICA,1,,0.0
9.0,2025,2,23,miércoles,FEMENINO,OTROS,CRITICA,1,,0.0
10.0,2025,2,23,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
10.0,2025,2,23,domingo,MASCULINO,SUICIDIO,ALTA,1,,0.0
11.0,2025,2,23,domingo,MASCULINO,SUICIDIO,MEDIA,1,,0.0
11.0,2025,2,23,lunes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
12.0,2025,2,23,jueves,SIN_DATO,OTROS,CRITICA,1,,1.0
12.0,2025,2,23,lunes,MASCULINO,VIOSEXUAL,BAJA,1,,0.0
15.0,2025,2,23,domingo,FEMENINO,CLINICO,CRITICA,1,,0.0
16.0,2025,2,23,miércoles,MASCULINO,CLINICO,ALTA,1,,1.0
19.0,2025,2,23,lunes,SIN_DATO,OTROS,ALTA,1,,1.0
19.0,2025,2,23,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
19.0,2025,2,23,jueves,SIN_DATO,SUICIDIO,ALTA,1,,1.0
1.0,2025,3,0,domingo,MASCULINO,CLINICO,ALTA,1,,0.0
